MSZoning,LotFrontage,LotArea,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageType,GarageCars,GarageArea,SaleType,SaleCondition,SalePrice
RL,70,7000,CollgCr,1Story,5,1978,2005,Gd,TA,No,ALQ,646,Unf,0,218,864,864,0,1,0,1,0,3,1,6,0,Attchd,1,336,WD,Normal,136500
RL,60,7024,Edwards,1Story,5,2005,2006,TA,Ex,No,ALQ,980,Unf,0,110,1090,1090,0,1,0,1,1,2,1,5,0,Attchd,2,450,WD,Normal,157000
RL,Other,13758,Other,Other,7,1990,1991,Gd,Gd,Mn,LwQ,902,Unf,0,254,1156,1187,530,0,0,2,1,3,1,7,1,Attchd,2,400,WD,Normal,187500
RL,65,9636,Other,2Story,6,1992,1993,TA,Gd,No,Unf,0,Unf,0,808,808,808,785,0,0,2,1,3,1,7,1,BuiltIn,2,389,WD,Normal,178000
RL,60,6204,Other,Other,Other,1912,1950,Gd,TA,No,Unf,0,Unf,0,795,795,954,795,1,0,1,0,5,1,10,0,Detchd,1,440,WD,Normal,118500
RL,65,7150,NAmes,1Story,5,1967,1967,TA,TA,No,BLQ,432,Unf,0,460,892,892,0,0,0,1,0,3,1,5,0,Attchd,1,288,WD,Normal,100000
FV,Other,5119,Other,1Story,Other,1999,2000,Gd,Ex,Av,GLQ,1238,Unf,0,460,1698,1709,0,1,0,2,0,2,1,5,1,Attchd,2,506,CWD,Abnorml,328900
RL,70,8393,NAmes,1Story,5,1959,2005,TA,TA,No,LwQ,528,Unf,0,1098,1626,1712,0,0,0,2,0,4,2,8,0,Attchd,2,588,WD,Family,145000
RL,Other,16466,Edwards,Other,5,1955,1955,TA,TA,No,Unf,0,Unf,0,816,816,872,521,0,0,1,1,3,1,8,0,Attchd,1,300,WD,Normal,135500
RL,Other,15865,NAmes,1Story,Other,1970,1970,Gd,TA,Gd,ALQ,351,Rec,823,1043,2217,2217,0,1,0,2,0,4,1,8,1,Attchd,2,621,WD,Normal,268000
RL,Other,12160,NAmes,1Story,6,1953,1953,TA,TA,No,BLQ,1024,Unf,0,481,1505,1505,0,1,0,1,0,2,1,6,1,Attchd,2,505,WD,Normal,149500
RL,60,8064,NAmes,Other,5,1949,2006,TA,TA,Mn,Unf,0,Unf,0,672,672,672,252,0,0,1,0,3,1,6,1,Detchd,2,576,WD,Normal,122900
RL,70,11184,Other,2Story,6,1978,1978,TA,TA,No,LwQ,226,Rec,500,192,918,918,765,0,0,2,1,3,1,7,1,Attchd,2,440,WD,Normal,172500
RL,70,8414,Other,1Story,6,1963,2003,TA,TA,No,GLQ,663,Unf,0,396,1059,1068,0,0,1,1,0,3,1,6,0,Attchd,1,264,WD,Normal,154500
RL,Other,13284,Other,1Story,5,1954,1954,TA,Gd,Mn,BLQ,1064,Unf,0,319,1383,1383,0,1,0,1,0,3,1,6,1,Attchd,1,354,WD,Normal,165000
RL,Other,7018,Other,1Story,5,1979,1979,TA,None,None,None,0,None,0,0,0,1535,0,0,0,2,0,4,2,8,0,Attchd,2,400,WD,Alloca,118858
RL,Other,7056,NAmes,2Story,6,1963,1963,TA,TA,No,BLQ,400,Unf,0,380,780,983,813,1,0,1,1,4,1,8,1,Attchd,2,483,WD,Normal,140000
RM,Other,8765,Other,1Story,Other,1936,1950,TA,TA,No,ALQ,285,Unf,0,666,951,951,0,0,0,1,0,2,1,6,0,Detchd,1,327,WD,Abnorml,106500
RL,Other,7018,Other,2Story,5,1979,1979,TA,None,None,None,0,None,0,0,0,1120,1120,0,0,2,0,6,2,12,0,Detchd,2,528,WD,Alloca,142953
RL,Other,12919,Other,1Story,Other,2009,2010,Ex,Ex,Gd,GLQ,2188,Unf,0,142,2330,2364,0,1,0,2,1,2,1,11,2,Attchd,3,820,New,Partial,611657
RL,65,6993,Other,1Story,5,1961,1994,TA,TA,No,BLQ,465,Unf,0,447,912,1236,0,0,0,1,0,3,1,6,1,Attchd,1,288,WD,Normal,135000
RL,73,7340,NAmes,1Story,Other,1971,1971,TA,TA,No,ALQ,322,Unf,0,536,858,858,0,0,0,1,0,2,1,4,0,Detchd,1,684,WD,Normal,110000
RL,Other,8712,NAmes,1Story,5,1957,2000,TA,TA,Mn,BLQ,860,Unf,0,132,992,1306,0,1,0,1,0,2,1,5,0,Detchd,1,756,WD,Normal,153000
RL,Other,7875,Other,2Story,7,2003,2003,Gd,Gd,No,Unf,0,Unf,0,783,783,807,702,0,0,2,1,3,1,8,1,Attchd,2,393,WD,Normal,180000
RL,Other,14859,Other,1Story,7,2006,2006,Gd,Gd,No,Unf,0,Unf,0,1670,1670,1670,0,0,0,2,0,3,1,7,1,Attchd,3,690,New,Partial,240000
RL,Other,6173,Other,1Story,5,1967,1967,TA,TA,No,GLQ,599,Unf,0,277,876,902,0,0,0,1,0,3,1,6,0,Attchd,1,288,WD,Normal,125500
RL,80,9920,NAmes,1Story,5,1954,1954,TA,TA,No,Rec,354,LwQ,290,412,1056,1063,0,1,0,1,0,3,1,6,0,Attchd,1,280,WD,Normal,128000
RL,Other,13501,Other,1Story,Other,2006,2006,Gd,Gd,No,GLQ,63,Unf,0,1560,1623,1636,0,1,0,2,0,3,1,8,1,Attchd,3,865,WD,Normal,255000
RL,Other,11500,Other,Other,7,1936,1987,Gd,Gd,No,Rec,223,Unf,0,794,1017,1020,1037,0,0,1,1,3,1,6,1,Attchd,1,180,WD,Normal,250000
RL,73,8885,Other,1Story,5,1983,1983,TA,Gd,Av,BLQ,301,ALQ,324,239,864,902,0,1,0,1,0,2,1,5,0,Attchd,2,484,WD,Normal,131000
RL,Other,12589,Other,2Story,6,2005,2005,Gd,Gd,No,Unf,0,Unf,0,742,742,742,742,0,0,2,1,3,1,8,1,Attchd,2,390,WD,Normal,174000
RL,80,11600,NAmes,2Story,5,1960,1960,TA,TA,No,Rec,443,Unf,0,662,1105,1105,1169,0,0,2,0,5,2,12,0,Detchd,2,480,WD,Normal,154300
RL,70,9286,CollgCr,1Story,5,1977,1989,TA,Gd,Av,ALQ,196,Unf,0,1072,1268,1268,0,0,0,1,1,3,1,5,0,Detchd,1,252,WD,Normal,143500
RM,Other,6120,Other,1Story,5,1925,1950,TA,TA,No,Rec,489,Unf,0,279,768,1015,0,0,0,1,0,3,1,6,0,Detchd,1,450,WD,Abnorml,88000
RH,Other,6270,Other,2Story,5,1949,1950,TA,TA,No,BLQ,284,Unf,0,717,1001,1001,1001,0,0,2,0,4,2,8,0,2Types,3,871,WD,Normal,145000
FV,Other,3000,Other,2Story,6,2009,2009,Gd,Gd,Av,GLQ,294,Unf,0,318,612,612,612,0,0,2,1,2,1,4,0,Detchd,2,528,New,Partial,173733
RM,Other,2001,Other,2Story,Other,1970,1970,TA,TA,No,Unf,0,Unf,0,546,546,546,546,0,0,1,1,3,1,6,0,Attchd,1,286,WD,Normal,75000
C (all),Other,9000,Other,1Story,Other,1949,1950,TA,TA,Av,BLQ,50,Unf,0,430,480,480,0,1,0,0,0,1,1,4,0,Detchd,1,308,WD,Abnorml,35311
RL,65,17140,Edwards,1Story,Other,1956,1956,TA,TA,No,ALQ,1059,Unf,0,75,1134,1229,0,0,0,1,0,3,1,6,0,Attchd,1,284,WD,Normal,135000
RL,Other,13125,Other,2Story,7,1991,1991,Gd,Ex,Mn,BLQ,48,GLQ,634,422,1104,912,1215,1,0,2,1,4,1,8,1,Attchd,3,833,WD,Normal,238000
RL,Other,11029,NAmes,1Story,6,1958,2002,Ex,Gd,No,ALQ,528,BLQ,411,245,1184,1414,0,1,0,1,0,3,1,6,1,Attchd,2,601,WD,Normal,176500
RL,70,8462,Other,2Story,6,1994,1994,Gd,Gd,No,GLQ,814,Unf,0,114,928,936,785,0,1,2,1,3,1,7,0,Attchd,2,471,WD,Normal,201000
RL,Other,8777,Edwards,Other,5,1900,2003,TA,TA,No,ALQ,1084,Unf,0,188,1272,1272,928,2,0,2,2,4,2,9,0,None,0,0,WD,Normal,145900
RL,65,10237,Other,1Story,6,2005,2006,Gd,Gd,No,GLQ,28,Unf,0,1288,1316,1316,0,0,0,2,0,3,1,6,1,Attchd,2,397,New,Partial,169990
RL,Other,8012,Other,1Story,6,1993,1994,Gd,Gd,No,LwQ,165,GLQ,841,598,1604,1617,0,1,0,2,0,2,1,5,1,Attchd,2,533,WD,Normal,193000
RL,Other,10240,Other,1Story,6,1980,1980,TA,Gd,No,BLQ,625,LwQ,1061,0,1686,1686,0,1,0,2,0,3,1,7,1,Attchd,2,612,WD,Normal,207500
RL,80,15611,Other,1Story,5,1977,1977,TA,Gd,Av,ALQ,767,LwQ,93,266,1126,1126,0,0,1,2,0,3,1,6,0,Attchd,2,540,WD,Abnorml,175000
RL,Other,11999,Other,2Story,Other,2003,2004,Gd,Gd,No,Unf,0,Unf,0,1181,1181,1234,1140,0,0,2,1,4,1,10,1,BuiltIn,3,656,WD,Normal,285000
RL,80,9900,Other,2Story,7,1968,1968,TA,TA,No,BLQ,552,Unf,0,280,832,1098,880,0,0,2,1,4,1,9,1,Attchd,2,486,WD,Normal,176000
RL,70,11838,CollgCr,1Story,Other,2001,2001,Gd,Gd,Av,Unf,0,Unf,0,1753,1753,1788,0,0,0,2,0,3,1,7,1,Attchd,2,522,WD,Normal,236500
RL,65,13006,Other,2Story,7,1997,1997,TA,Gd,No,Unf,0,Unf,0,964,964,993,1243,0,0,2,1,4,1,8,1,BuiltIn,2,642,WD,Normal,222000
RL,73,8925,Other,1Story,Other,2007,2007,Gd,Gd,Av,GLQ,16,Unf,0,1450,1466,1466,0,0,0,2,0,3,1,7,0,Attchd,3,610,WD,Normal,201000
RL,70,9100,NAmes,1Story,5,1965,1965,TA,TA,No,BLQ,338,Rec,466,121,925,925,0,0,1,1,0,2,1,5,0,Detchd,1,429,WD,Normal,117500
RL,Other,11670,Other,1Story,Other,2006,2006,Ex,Ex,No,Unf,0,Unf,0,1905,1905,1905,0,0,0,2,0,3,1,8,1,Attchd,3,788,WD,Normal,320000
RL,Other,8487,CollgCr,1Story,7,2004,2004,Gd,Gd,Av,GLQ,20,Unf,0,1480,1500,1500,0,0,0,2,0,3,1,6,0,Attchd,2,570,WD,Normal,190000
RL,Other,27650,NAmes,1Story,7,1960,2007,TA,Gd,Gd,GLQ,425,Unf,0,160,585,2069,0,1,0,2,0,4,1,9,1,Attchd,2,505,WD,Normal,242000
RL,Other,5825,Other,1Story,Other,1926,1953,TA,Fa,Mn,Unf,0,Unf,0,600,600,747,0,0,0,1,0,1,1,5,0,Detchd,2,528,WD,Normal,79900
RL,Other,10083,Other,1Story,7,2003,2003,Gd,Gd,No,GLQ,833,Unf,0,343,1176,1200,0,1,0,2,0,2,1,5,0,Attchd,2,555,WD,Normal,184900
RL,Other,9675,Other,2Story,7,2005,2005,Gd,Gd,Mn,GLQ,341,Unf,0,772,1113,1113,858,0,0,2,1,3,1,8,1,Attchd,2,689,WD,Normal,253000
RL,73,8760,CollgCr,2Story,7,2006,2006,Gd,Gd,Mn,GLQ,464,Unf,0,927,1391,1391,571,0,0,2,1,3,1,7,0,Attchd,3,868,New,Partial,239799
RL,80,24090,Other,2Story,7,1940,1950,TA,TA,Mn,Unf,0,Unf,0,1032,1032,1207,1196,0,0,2,0,4,1,10,2,Attchd,1,349,COD,Normal,244400
RL,Other,12640,Other,1Story,6,1976,1976,TA,TA,Gd,Rec,936,LwQ,396,396,1728,1728,0,0,0,2,0,4,2,8,0,Attchd,2,574,WD,Normal,150900
RL,65,8755,Other,2Story,7,1999,1999,Gd,Gd,No,ALQ,772,Unf,0,220,992,1022,1038,1,0,2,1,3,1,8,1,BuiltIn,2,390,WD,Normal,214000
RL,Other,7711,Edwards,1Story,Other,1977,1977,TA,Gd,Gd,GLQ,1440,Unf,0,0,1440,1440,0,2,0,2,0,4,2,8,0,None,0,0,Oth,Abnorml,150000
RL,Other,25000,Other,1Story,5,1967,1967,TA,TA,Av,Unf,0,Unf,0,1632,1632,1632,0,0,0,2,0,4,2,8,0,Attchd,2,576,WD,Normal,143000
RL,Other,14375,Other,Other,6,1958,1958,TA,TA,No,GLQ,111,Rec,354,354,819,1344,0,0,1,1,0,3,1,7,1,Basment,2,525,COD,Abnorml,137500
RM,Other,8820,OldTown,Other,5,1890,1996,TA,TA,No,LwQ,1088,Unf,0,0,1088,1188,561,0,0,1,0,2,1,7,0,Detchd,2,456,WD,Normal,124900
RL,70,8163,NAmes,Other,5,1959,1959,TA,TA,Av,ALQ,748,BLQ,294,102,1144,1144,0,1,0,1,0,3,1,6,1,Attchd,1,796,WD,Normal,143000
RL,Other,14536,Other,1Story,Other,2002,2003,Gd,Gd,Av,GLQ,1300,Unf,0,316,1616,1629,0,1,0,2,0,3,1,9,1,Attchd,3,808,WD,Normal,270000
RL,65,14006,CollgCr,2Story,7,2002,2002,Gd,Gd,None,Unf,0,Unf,0,936,936,936,840,0,0,2,1,3,1,7,1,Attchd,2,474,WD,Normal,192500
RL,Other,9360,Other,1Story,6,1972,2006,TA,TA,No,ALQ,982,Unf,0,179,1161,1381,0,1,0,1,1,3,1,5,1,Attchd,2,676,WD,Normal,197500
RL,60,7200,NAmes,1Story,5,1950,2002,TA,TA,No,ALQ,398,BLQ,149,317,864,864,0,1,0,1,0,3,1,5,0,Detchd,2,720,WD,Normal,129000
RH,60,7800,Other,1Story,5,1965,1965,TA,TA,No,BLQ,641,Unf,0,187,828,965,0,1,0,1,0,3,1,6,0,Detchd,1,300,WD,Abnorml,119900
RL,60,7200,CollgCr,Other,5,1972,2003,TA,Gd,Av,GLQ,660,Unf,0,108,768,768,0,0,1,1,0,2,1,5,0,Detchd,1,396,WD,Normal,133900
RL,73,11075,Other,2Story,5,1969,1969,TA,TA,Av,ALQ,562,LwQ,193,29,784,1168,800,0,1,2,1,4,1,7,1,Attchd,2,530,WD,Normal,172000
RL,Other,9400,Edwards,Other,6,1975,1975,TA,Gd,Gd,GLQ,945,Unf,0,0,945,980,0,0,2,2,0,4,0,4,0,None,0,0,WD,AdjLand,127500
RH,Other,7136,Other,2Story,6,1946,1950,TA,Gd,No,Rec,484,Unf,0,495,979,979,979,0,0,2,0,4,2,8,0,Attchd,2,492,WD,Normal,145000
RM,Other,1300,Other,2Story,6,1980,1980,TA,Gd,No,ALQ,285,Unf,0,276,561,561,668,0,0,1,1,2,1,5,1,Attchd,2,462,WD,Normal,124000
RL,70,7420,Other,1Story,5,1962,1962,TA,TA,No,Rec,417,Unf,0,640,1057,1057,0,0,0,1,0,3,1,6,0,Detchd,2,576,WD,Normal,132000
RL,65,8450,CollgCr,1Story,7,2003,2003,Gd,Gd,Mn,GLQ,699,Unf,0,638,1337,1337,0,1,0,2,0,3,1,6,0,Attchd,2,531,WD,Normal,185000
FV,Other,2572,Other,2Story,7,1999,1999,Gd,Gd,No,ALQ,604,Unf,0,92,696,696,720,1,0,2,1,3,1,6,0,Detchd,2,484,WD,Normal,155000
RL,Other,7207,Other,1Story,5,1958,2008,TA,TA,Gd,BLQ,696,Unf,0,162,858,858,0,1,0,1,0,2,1,4,0,None,0,0,WD,Normal,116500
RL,80,12227,Other,2Story,6,1977,1995,TA,Gd,No,ALQ,896,Unf,0,434,1330,1542,1330,1,0,2,1,4,1,11,1,Attchd,2,619,WD,Normal,272000
RL,Other,2308,Other,2Story,6,1976,1976,TA,Gd,No,ALQ,556,Unf,0,248,804,804,744,1,0,2,1,3,1,7,1,Detchd,2,440,WD,Normal,155000
RL,Other,11923,CollgCr,1Story,Other,2007,2007,Gd,Ex,No,Unf,0,Unf,0,1800,1800,1800,0,0,0,2,0,2,1,7,0,Attchd,2,702,WD,Normal,239000
RL,80,11316,Other,2Story,7,2002,2003,Gd,Gd,No,GLQ,624,Unf,0,193,817,824,1070,1,0,2,1,4,1,8,1,BuiltIn,2,510,WD,Normal,214900
RL,65,10237,Other,2Story,6,2005,2007,Gd,Gd,No,Unf,0,Unf,0,783,783,783,701,0,0,2,1,3,1,8,1,Attchd,2,393,New,Partial,178900
RL,Other,9600,Other,Other,5,1940,1950,Gd,TA,No,Rec,428,Unf,0,300,728,976,332,1,0,1,1,2,1,7,2,Detchd,1,256,WD,Normal,160000
RL,73,7390,NAmes,1Story,5,1955,1955,TA,TA,No,ALQ,902,Unf,0,196,1098,1098,0,1,0,1,0,3,1,6,0,Attchd,1,260,WD,Normal,135000
RM,Other,5925,OldTown,Other,Other,1910,1950,TA,TA,No,Unf,0,Unf,0,600,600,600,368,0,0,1,0,2,1,6,0,None,0,0,WD,Abnorml,37900
RL,Other,10382,NAmes,Other,6,1958,1958,TA,TA,Gd,ALQ,513,Unf,0,75,588,1095,0,1,0,1,0,2,1,6,0,Attchd,1,264,ConLD,Normal,140000
RL,60,10800,NAmes,Other,Other,1949,1950,TA,TA,No,Unf,0,Unf,0,720,720,720,472,0,0,1,1,4,1,6,0,None,0,0,WD,Abnorml,135000
RL,Other,2268,Other,2Story,7,2003,2004,Gd,Gd,No,GLQ,567,Unf,0,197,764,764,862,0,0,2,0,2,1,6,0,BuiltIn,2,474,WD,Normal,173000
RL,Other,7892,Other,1Story,6,1979,1979,TA,Gd,No,Unf,0,Unf,0,918,918,918,0,0,0,2,0,2,1,5,1,Attchd,1,264,WD,Normal,99500
FV,Other,11639,Other,1Story,7,2007,2008,Gd,Gd,No,Unf,0,Unf,0,1428,1428,1428,0,0,0,2,0,3,1,6,0,Attchd,2,480,New,Partial,182000
RL,60,11414,Other,2Story,7,1910,1993,TA,Gd,No,Unf,0,Unf,0,728,728,1136,883,0,0,1,0,3,1,8,0,Detchd,2,532,WD,Normal,167500
FV,73,2651,Other,2Story,7,2000,2000,Gd,Gd,No,GLQ,641,Unf,0,32,673,673,709,1,0,2,1,3,1,6,0,Detchd,2,490,WD,Normal,165000
RL,Other,5900,Other,1Story,Other,1923,1958,TA,Gd,No,Unf,0,Unf,0,440,440,869,0,0,0,1,0,2,1,4,0,None,0,0,WD,Normal,85500
FV,Other,4274,Other,1Story,7,2006,2007,Gd,Gd,No,GLQ,1106,Unf,0,135,1241,1241,0,1,0,1,1,1,1,4,0,Attchd,2,569,New,Partial,199900
RL,Other,9450,Edwards,1Story,Other,1954,1954,TA,TA,No,LwQ,552,Unf,0,342,894,894,0,0,0,1,0,3,1,5,0,Detchd,2,400,WD,Abnorml,110000
RL,80,8816,Other,1Story,5,1963,1963,TA,TA,No,Rec,651,Unf,0,470,1121,1121,0,1,0,1,0,3,1,5,0,Detchd,2,480,WD,Normal,139000
RL,73,12122,NAmes,Other,7,1961,2007,Ex,TA,Av,ALQ,867,Unf,0,77,944,999,0,1,0,1,0,3,1,6,0,Attchd,2,588,WD,Normal,178400
RL,Other,12203,Other,2Story,Other,1998,1999,Gd,Gd,No,GLQ,854,Unf,0,371,1225,1276,1336,1,0,2,1,4,1,8,1,Attchd,3,676,WD,Normal,336000
RL,Other,3182,Other,1Story,7,2007,2007,Gd,Gd,Av,Unf,0,Unf,0,1266,1266,1266,0,0,0,2,0,2,1,6,1,Attchd,2,388,WD,Normal,159895
RL,70,11250,CollgCr,2Story,Other,2002,2002,Gd,Gd,Mn,Unf,0,Unf,0,1128,1128,1149,1141,0,0,2,1,4,1,9,1,Attchd,2,779,WD,Normal,255900
RL,Other,10125,Other,Other,5,1977,1977,TA,None,None,None,0,None,0,0,0,1302,432,0,0,2,0,4,2,8,0,Attchd,2,539,COD,Normal,126000
RL,Other,10880,Edwards,1Story,5,1950,1950,TA,TA,No,ALQ,1040,Unf,0,124,1164,1164,0,1,0,1,0,3,1,5,0,Detchd,1,240,ConLD,Normal,125000
RM,Other,5310,OldTown,Other,6,1910,2003,TA,TA,No,Unf,0,Unf,0,485,485,1001,634,0,0,1,0,2,1,5,0,Attchd,1,255,WD,Normal,117000
RL,Other,10159,Other,1Story,Other,2009,2010,Ex,Ex,Av,GLQ,1646,Unf,0,284,1930,1940,0,1,0,2,1,3,1,8,1,Attchd,3,606,New,Partial,395192
RL,80,12046,Other,2Story,6,1976,1976,TA,TA,No,LwQ,156,Unf,0,692,848,1118,912,0,0,2,1,4,1,8,1,Attchd,2,551,WD,Normal,195000
FV,65,8125,Other,2Story,7,2006,2006,Gd,Gd,No,Unf,0,Unf,0,770,770,778,798,0,0,2,1,3,1,6,0,Attchd,2,614,New,Partial,197000
RL,Other,9452,Other,2Story,Other,1997,1998,Gd,Gd,No,GLQ,1074,Unf,0,322,1396,1407,985,1,0,2,1,3,1,7,1,Attchd,3,870,WD,Normal,348000
RM,Other,17671,OldTown,2Story,Other,1882,1986,Gd,TA,No,BLQ,216,Unf,0,700,916,916,826,0,0,1,1,4,1,8,1,Attchd,2,424,WD,Normal,168000
RL,80,9760,NAmes,2Story,6,1964,1993,TA,TA,Gd,BLQ,536,Rec,117,169,822,1020,831,0,0,2,1,3,1,7,1,Attchd,2,440,WD,Normal,187000
RL,Other,8846,CollgCr,2Story,6,2005,2006,TA,Gd,No,Unf,0,Unf,0,750,750,750,750,0,0,2,1,3,1,6,0,Attchd,2,564,New,Partial,173900
RL,Other,12456,Other,1Story,Other,2006,2007,Ex,Ex,Gd,GLQ,1172,Unf,0,528,1700,1718,0,1,0,2,0,3,1,7,1,Attchd,3,786,WD,Normal,337500
RL,Other,4712,Other,Other,Other,1946,1950,TA,TA,No,ALQ,384,Unf,0,363,747,774,456,1,0,1,1,3,1,5,0,Detchd,1,305,WD,Abnorml,121600
RL,73,10659,NAmes,1Story,5,1961,1961,TA,TA,No,Rec,915,Unf,0,135,1050,1050,0,1,0,1,0,3,1,6,0,Attchd,1,368,COD,Normal,136500
RL,80,11717,Other,1Story,6,1970,1970,TA,TA,No,Unf,0,Unf,0,1442,1442,1442,0,0,0,2,0,2,1,6,1,Attchd,2,615,WD,Normal,185000
RM,60,9786,Other,1Story,Other,1922,1950,TA,TA,No,Unf,0,Unf,0,1007,1007,1077,0,0,0,1,0,3,1,6,1,Detchd,1,210,WD,Normal,91000
RL,Other,6762,CollgCr,1Story,7,2006,2006,Gd,Gd,Av,GLQ,686,Unf,0,501,1187,1208,0,1,0,2,0,2,1,6,0,Attchd,2,632,WD,Normal,206000
RL,Other,10206,Edwards,1Story,Other,1952,1952,TA,None,None,None,0,None,0,0,0,944,0,0,0,1,0,2,1,4,0,Detchd,2,528,WD,Normal,82000
RL,60,5400,OldTown,1Story,5,1920,1950,TA,Fa,No,Unf,0,Unf,0,691,691,691,0,0,0,1,0,2,1,4,0,Detchd,1,216,WD,Abnorml,86000
RL,Other,11957,Other,1Story,Other,2006,2006,Gd,Gd,No,GLQ,24,Unf,0,1550,1574,1574,0,0,0,2,0,3,1,7,1,Attchd,3,824,WD,Normal,232000
RL,80,11500,Other,1Story,5,1976,1976,TA,TA,No,Unf,0,Unf,0,1680,1680,1680,0,0,0,2,0,4,2,8,0,Detchd,2,528,WD,Normal,136905
RL,Other,3182,Other,1Story,7,2005,2006,Gd,Gd,No,GLQ,16,Unf,0,1330,1346,1504,0,0,0,2,0,1,1,7,1,Attchd,2,457,WD,Normal,181000
RL,65,8385,CollgCr,Other,5,1977,1977,Gd,Gd,Av,GLQ,595,Unf,0,390,985,985,0,0,0,2,0,3,1,6,0,Attchd,1,328,WD,Normal,149900
RL,73,12155,NAmes,1Story,6,1970,1970,TA,Gd,No,LwQ,1237,Unf,0,420,1657,1657,0,0,1,2,0,3,1,7,1,Attchd,2,484,WD,Normal,163500
RM,Other,2217,Other,2Story,Other,1970,1970,TA,TA,No,BLQ,273,LwQ,273,0,546,546,546,0,0,1,1,3,1,6,0,Attchd,1,286,WD,Normal,88000
RL,Other,12118,Other,1Story,7,2004,2005,Gd,Ex,Mn,Unf,0,Unf,0,1710,1710,1710,0,0,0,2,0,3,1,7,1,Attchd,2,550,WD,Normal,240000
RL,60,6000,Other,Other,5,1926,1950,TA,TA,No,Unf,0,Unf,0,1008,1008,1008,0,0,0,2,0,4,1,7,0,None,0,0,WD,Normal,102000
RL,Other,21286,Other,Other,5,1948,1950,TA,TA,No,Unf,0,Unf,0,720,720,720,551,0,0,2,0,4,1,7,1,Attchd,1,312,WD,Normal,135000
RL,Other,9825,Edwards,1Story,5,1965,1965,TA,None,None,None,0,None,0,0,0,1664,0,0,0,2,0,4,2,8,0,None,0,0,WD,Normal,100000
RL,Other,10592,Other,2Story,6,1923,1996,TA,TA,No,Unf,0,Unf,0,602,602,900,602,0,0,1,1,3,1,7,2,Detchd,1,180,WD,Normal,165000
RM,60,7200,OldTown,1Story,5,1910,2006,TA,TA,No,ALQ,247,Rec,465,310,1022,1022,0,1,0,1,0,2,1,4,0,Detchd,1,280,WD,Normal,85000
RL,60,11664,NAmes,1Story,6,1948,1950,TA,TA,No,BLQ,336,Unf,0,746,1082,1082,0,0,0,1,0,2,1,5,1,Detchd,1,240,WD,Normal,119200
RL,70,8400,Other,2Story,Other,2001,2001,Gd,Gd,No,GLQ,643,Unf,0,167,810,810,855,1,0,2,1,3,1,6,0,Attchd,2,528,WD,Normal,227000
RL,73,11883,CollgCr,1Story,7,1996,1996,Gd,Gd,Gd,GLQ,690,Unf,0,814,1504,1504,0,1,0,2,0,3,1,6,1,Attchd,2,478,WD,Normal,203000
RL,Other,5814,Other,1Story,Other,1984,1984,Gd,Gd,Av,GLQ,1036,Unf,0,184,1220,1360,0,1,0,1,0,1,1,4,1,Attchd,2,565,COD,Abnorml,187500
RL,65,10784,Other,Other,7,1991,1992,Gd,Gd,No,Unf,0,Unf,0,384,384,802,670,0,0,2,1,3,1,7,1,Attchd,2,402,WD,Normal,160000
RL,Other,3013,Other,1Story,7,2005,2005,Gd,Gd,Gd,GLQ,16,Unf,0,1346,1362,1506,0,0,0,2,0,2,1,6,1,Attchd,2,440,WD,Normal,213490
RL,60,7024,Edwards,1Story,Other,2005,2005,TA,Gd,No,GLQ,1024,Unf,0,108,1132,1132,0,1,0,1,1,2,1,5,0,Attchd,2,451,WD,Normal,176000
RL,Other,7406,CollgCr,1Story,7,2006,2006,Gd,Gd,Av,GLQ,684,Unf,0,515,1199,1220,0,1,0,2,0,2,1,6,0,Attchd,2,632,New,Partial,194000
RM,Other,9439,OldTown,Other,5,1930,1950,TA,TA,No,LwQ,324,Unf,0,588,912,912,336,0,0,1,0,2,1,6,0,Detchd,1,160,WD,Normal,87000
RL,Other,3182,Other,1Story,7,2005,2006,Gd,Gd,No,GLQ,16,Unf,0,1330,1346,1504,0,0,0,2,0,2,1,7,1,Attchd,2,437,WD,Normal,191000
RL,Other,15498,Other,1Story,Other,1976,1976,Gd,Gd,Av,ALQ,1165,LwQ,400,0,1565,2898,0,1,0,2,0,2,1,10,1,Attchd,2,665,COD,Abnorml,287000
RL,70,7700,CollgCr,1Story,5,1972,1972,TA,TA,No,LwQ,138,Rec,468,276,882,882,0,1,0,1,0,3,1,5,0,Detchd,2,461,WD,Normal,112500
RL,73,9300,NAmes,1Story,5,1960,1960,TA,TA,No,Rec,697,Unf,0,571,1268,1264,0,1,0,1,0,3,1,6,2,Attchd,2,461,WD,Normal,167500
RL,Other,9520,Other,1Story,Other,2007,2008,Gd,Gd,Gd,GLQ,1513,Unf,0,125,1638,1646,0,1,0,2,0,3,1,7,1,Attchd,3,800,New,Partial,293077
RL,Other,9492,NAmes,Other,5,1941,1950,TA,TA,No,Rec,368,BLQ,41,359,768,968,408,1,0,1,0,3,1,6,1,Attchd,1,240,WD,Normal,105000
